ID,Source,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Street,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
A-6239044,Source2,2,2026-01-08 13:48:35.480071,2026-01-08 17:17:35.480071,36.096364,-86.753646,,,2.927,Let up young prevent.,Brown Shoal,Nashville,Tinaville,TN,55936,US,US/Eastern,KNJn,2026-01-08 13:41:35.480071,50.1,0.0,79.6,30.13,7.0,NNE,0.0,0.0,Clear,False,False,True,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3142235,Source1,2,2025-08-25 16:04:49.583551,2025-08-25 16:47:49.583551,41.93263,-87.600048,,-87.616202,0.29,Bar could office sing pull sister.,Nicole Walks,Chicago,West Julieland,IL,94615,US,US/Eastern,KfKN,2025-08-25 15:56:49.583551,44.3,,34.1,31.03,11.1,ESE,10.1,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7510648,Source2,2,2025-05-27 20:00:31.139105,2025-05-27 22:44:31.139105,32.839096,-117.169159,32.839202,,1.434,Hotel win condition class husband human.,John Orchard,San Diego,Campbellbury,CA,22945,US,US/Eastern,Kqvn,2025-05-27 19:40:31.139105,16.6,0.0,102.7,28.63,8.9,ESE,0.0,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night
A-3271205,Source1,3,2019-12-14 08:59:43.273627,2019-12-14 12:51:43.273627,29.645291,-95.360332,29.646478,-95.361373,0.832,You off have newspaper right economy.,Tommy Unions,Houston,Margaretville,TX,09359,US,US/Eastern,KIDJ,2019-12-14 08:44:43.273627,64.0,0.0,67.6,29.77,8.3,SSE,13.6,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7760984,Source1,3,2021-06-02 06:39:18.352688,2021-06-02 08:31:18.352688,25.845327,-80.261448,,,1.674,Develop what brother current occur.,Best Valley,Miami,Lake Brianmouth,FL,68091,US,US/Eastern,KkuW,2021-06-02 06:32:18.352688,64.1,0.0,65.7,30.3,7.7,ESE,,0.0,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2493270,Source2,2,2025-01-21 04:58:14.801576,2025-01-21 05:56:14.801576,35.860919,-78.649506,35.850923,-78.654648,0.568,Authority my blood window sure modern.,Carrie Passage,Raleigh,Carrillofort,NC,88824,US,US/Eastern,KwUe,2025-01-21 04:50:14.801576,98.8,0.0,53.2,31.48,11.0,W,14.4,0.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-3497206,Source2,2,2024-10-17 11:58:41.185884,2024-10-17 15:34:41.185884,38.611014,-121.303676,38.614241,,1.686,Change style trade cup street change for.,Brian Stream,Sacramento,Campbellton,CA,24128,US,US/Eastern,KAQv,2024-10-17 11:31:41.185884,81.4,0.0,72.9,29.17,8.7,WNW,6.9,0.0,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1269172,Source2,2,2024-06-20 15:16:18.648448,2024-06-20 15:49:18.648448,36.157043,-86.738782,36.155571,-86.741668,0.597,Bill leave method.,Gutierrez Village,Nashville,Coreyburgh,TN,54629,US,US/Eastern,KXHc,2024-06-20 15:07:18.648448,48.4,40.97590339025346,76.1,31.29,6.2,SSE,10.6,0.0,Partly Cloudy,False,False,True,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1561407,Source1,2,2025-04-06 05:31:17.577325,2025-04-06 08:56:17.577325,30.422789,-91.118637,30.428028,-91.109578,0.225,There artist if mouth serve.,Kristy Isle,Baton Rouge,West Carolynburgh,LA,10289,US,US/Eastern,KCmd,2025-04-06 05:16:17.577325,53.7,0.0,94.7,29.8,11.5,SW,9.1,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Day,Day,Day
A-7041782,Source2,2,2020-08-02 21:10:13.441208,2020-08-02 23:22:13.441208,36.121203,-86.766378,36.119564,-86.766116,1.747,Five suffer more candidate.,Vaughan Plain,Nashville,Markhaven,TN,38356,US,US/Eastern,KWHC,2020-08-02 20:54:13.441208,46.1,37.80398290201489,89.5,31.18,7.1,S,11.8,0.0,Clear,False,False,True,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-2852819,Source1,2,2018-11-13 22:24:04.824234,2018-11-13 23:35:04.824234,27.995835,-82.584971,27.995511,,3.549,Pretty write win always.,Patricia Station,Tampa,Mariaborough,FL,44928,US,US/Eastern,KGaZ,2018-11-13 22:08:04.824234,87.5,0.0,42.2,30.52,9.4,VAR,5.9,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-6700867,Source2,2,2018-05-31 13:22:18.998084,2018-05-31 14:16:18.998084,35.868009,-78.64165,,,1.821,Fine thing think report race write.,Chang Corners,Raleigh,Mckeefurt,NC,95421,US,US/Eastern,KZfC,2018-05-31 13:15:18.998084,59.6,,110.8,28.94,,CALM,,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-8078421,Source1,2,2019-12-25 02:37:11.921861,2019-12-25 04:16:11.921861,34.857291,-82.433256,34.866546,-82.431152,0.787,Arm black leader matter offer.,Jacob Rapid,Greenville,Allenfurt,SC,88108,US,US/Eastern,KeTg,2019-12-25 02:30:11.921861,93.8,0.0,31.8,29.41,6.9,W,14.9,0.15,Light Rain,False,False,True,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-7827733,Source1,3,2020-12-23 11:57:19.375170,2020-12-23 14:06:19.375170,35.165186,-80.862153,,-80.875028,2.264,Move hour spring alone happy dream.,Jacobson Ports,Charlotte,Hermanfort,NC,60885,US,US/Eastern,KhGq,2020-12-23 11:34:19.375170,91.4,0.0,31.1,29.3,10.3,Variable,3.8,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-5305944,Source1,2,2024-02-03 14:19:35.964535,2024-02-03 15:53:35.964535,30.396558,-81.602756,30.373081,-81.593381,3.879,Expert mission turn field red their everyone.,Steele Shoals,Jacksonville,Smithtown,FL,31174,US,US/Eastern,KoZC,2024-02-03 14:02:35.964535,57.2,0.0,74.2,30.06,9.1,SW,15.0,0.13,Light Rain / Windy,False,False,True,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2936591,Source2,2,2020-07-20 14:40:27.951276,2020-07-20 18:16:27.951276,30.423152,-91.124226,30.423376,-91.13095,2.041,Listen behind sing many bring.,Debra Plains,Baton Rouge,Port Jasminshire,LA,16111,US,US/Eastern,KFxr,2020-07-20 14:23:27.951276,65.0,0.0,78.3,29.51,8.9,NW,13.6,,Mostly Cloudy / Windy,False,False,False,False,False,False,False,False,True,False,False,False,False,Day,Day,Day,Day
A-4102552,Source1,2,2021-12-10 15:11:02.999904,2021-12-10 19:04:02.999904,44.99816,-93.18738,44.99812,,1.809,Well beautiful impact have movie.,Karen Brook,Saint Paul,North David,MN,91310,US,US/Eastern,KJfn,2021-12-10 15:00:02.999904,38.2,25.5971961043984,104.9,30.43,7.1,ESE,18.1,,,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3984374,Source1,2,2021-11-25 15:25:27.603784,2021-11-25 18:42:27.603784,35.327487,-97.515375,,-97.513462,2.029,Class skill population big really subject part.,Mason Center,Oklahoma City,North Charlesville,OK,05134,US,US/Eastern,KJqY,2021-11-25 14:57:27.603784,56.7,0.0,,27.33,5.0,S,14.7,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-798003,Source2,2,2025-05-26 09:14:02.941767,2025-05-26 10:20:02.941767,32.745157,-117.142293,,-117.142904,0.266,Edge media program your now.,Frost Lodge,San Diego,East Lisa,CA,33803,US,US/Eastern,KCTc,2025-05-26 09:01:02.941767,54.4,,,29.1,5.7,WSW,9.6,0.0,Clear,False,False,False,False,False,False,False,False,True,False,False,False,False,Day,Day,Day,Day
A-9401779,Source1,2,2025-09-08 02:19:33.476931,2025-09-08 03:00:33.476931,25.801431,-80.298454,,-80.291703,1.705,Threat field prove.,James Unions,Miami,Kennethport,FL,18193,US,US/Eastern,KVnH,2025-09-08 01:52:33.476931,80.3,0.0,66.0,29.04,12.4,S,2.2,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-6220658,Source1,2,2023-02-27 03:54:17.349952,2023-02-27 04:56:17.349952,25.810177,-80.374261,25.819922,,1.225,Reveal out someone big.,Hester Path,Miami,Lake Matthew,FL,54432,US,US/Eastern,KuBZ,2023-02-27 03:47:17.349952,49.1,,62.1,29.92,10.9,N,11.9,,Wintry Mix,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-2019171,Source2,3,2024-01-01 05:52:44.083655,2024-01-01 06:02:44.083655,35.596648,-97.428321,35.599479,-97.426672,0.589,Very like skin mean article road sort.,Timothy Place,Oklahoma City,Mooreside,OK,37450,US,US/Eastern,KYgV,2024-01-01 05:41:44.083655,85.1,0.0,82.3,27.5,12.2,West,7.5,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,,Day
A-7524945,Source1,3,2019-04-06 03:40:39.505257,2019-04-06 05:50:39.505257,36.114933,-86.872697,36.111336,-86.86977,0.577,Hand work million him.,Raven Hills,Nashville,Robinsonmouth,TN,02723,US,US/Eastern,Kclm,2019-04-06 03:27:39.505257,77.8,0.0,92.9,,6.5,NNW,14.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-9491786,Source2,2,2019-09-19 06:36:17.006477,2019-09-19 09:48:17.006477,44.972025,-93.172755,44.957732,,0.418,Moment create major set individual million again.,King Mission,Saint Paul,Courtneyville,MN,19426,US,US/Eastern,KLVO,2019-09-19 06:21:17.006477,36.2,,90.3,28.23,7.5,CALM,2.9,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-9195882,Source2,2,2021-11-20 23:45:04.317469,2021-11-21 02:12:04.317469,28.469727,-81.406099,28.460807,-81.395414,1.827,Strong west church explain like account.,Amanda Lodge,Orlando,Snyderborough,FL,68093,US,US/Eastern,Kqtq,2021-11-20 23:19:04.317469,68.0,,25.7,30.03,11.7,S,0.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night
A-6802256,Source2,2,2019-02-18 02:27:37.640686,2019-02-18 03:25:37.640686,36.167945,-86.718835,,-86.723589,2.566,Rest during professional travel church stuff.,Wiggins Trace,Nashville,Laurentown,TN,03712,US,US/Eastern,KmbU,2019-02-18 02:03:37.640686,51.5,0.0,44.8,28.69,4.3,CALM,0.9,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night
A-996243,Source1,2,2018-12-10 11:04:08.854658,2018-12-10 13:33:08.854658,34.087972,-118.174094,,-118.153163,6.067,Or play team system necessary bed trip.,Jason Road,Los Angeles,Eatonton,CA,62443,US,US/Eastern,KBIT,2018-12-10 10:59:08.854658,65.4,0.0,94.8,30.78,14.6,NNW,12.9,0.0,Clear,False,False,True,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-9144055,Source2,2,2021-07-24 04:36:18.142511,2021-07-24 06:53:18.142511,45.534168,-122.700512,45.530669,,1.466,Health force entire oil.,Tara Creek,Portland,New Justin,OR,51504,US,US/Eastern,KUec,2021-07-24 04:26:18.142511,67.8,0.0,59.5,30.47,7.3,CALM,,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-7249529,Source1,2,2019-07-01 19:56:15.779829,2019-07-01 22:41:15.779829,39.836161,-86.064917,39.830943,-86.070402,0.397,Road claim leader clear.,Joseph Brooks,Indianapolis,Walkerfort,IN,31527,US,US/Eastern,KoVU,2019-07-01 19:40:15.779829,27.5,17.969351938245836,56.3,30.89,7.8,VAR,13.7,0.12,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-2430617,Source1,3,2024-03-26 00:57:48.819582,2024-03-26 03:01:48.819582,30.397801,-91.118296,30.400087,,1.448,Such guy participant myself begin and force foreign.,Jimenez Walk,Baton Rouge,Leonardshire,LA,38600,US,US/Eastern,KRle,2024-03-26 00:45:48.819582,52.2,0.0,50.7,28.34,7.6,NNW,9.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-9603472,Source1,2,2022-12-26 16:11:25.186993,2022-12-26 20:00:25.186993,29.68514,-95.399793,29.685845,-95.404458,0.803,Executive upon perform manage tend wonder.,Brenda Flat,Houston,Port Melissamouth,TX,10134,US,US/Eastern,KeTR,2022-12-26 15:53:25.186993,73.7,0.0,,,9.3,CALM,4.2,0.0,Fair,False,False,False,True,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2090040,Source1,2,2025-04-17 21:54:43.239035,2025-04-17 23:04:43.239035,35.47052,-97.481037,,-97.479918,0.245,Around technology its help full notice.,Stephen Glens,Oklahoma City,Port Norman,OK,84625,US,US/Eastern,KRMj,2025-04-17 21:35:43.239035,39.1,0.0,30.8,29.35,14.0,Calm,0.0,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-9658555,Source1,2,2025-03-31 02:07:45.314802,2025-03-31 03:43:45.314802,29.755069,-95.43664,29.752722,,1.666,Clear green life should couple.,Allen Orchard,Houston,Andreaberg,TX,09673,US,US/Eastern,KUJH,2025-03-31 02:00:45.314802,85.0,,95.4,29.84,4.4,SSW,1.7,0.0,Scattered Clouds,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-9517146,Source1,3,2023-04-07 08:38:44.426162,2023-04-07 12:09:44.426162,35.830503,-78.495417,35.830804,-78.489218,0.629,Suddenly throw chair.,Charles Inlet,Raleigh,Port Christine,NC,30729,US,US/Eastern,KXxF,2023-04-07 08:26:44.426162,49.3,41.37763211645574,91.2,28.8,6.2,South,11.4,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-5888291,Source1,2,2020-04-26 10:59:20.425981,2020-04-26 12:45:20.425981,37.512878,-77.439556,37.523615,-77.441227,0.979,Mean total store.,Kenneth Parkway,Richmond,Andersonview,VA,07167,US,US/Eastern,KDvR,2020-04-26 10:47:20.425981,80.3,0.0,78.7,29.62,2.7,S,17.9,0.13,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6361107,Source1,3,2018-05-14 17:10:37.925298,2018-05-14 20:33:37.925298,28.4225,-81.566424,28.421894,-81.577184,2.2,Ask old now.,Lopez Mission,Orlando,New Patricia,FL,69058,US,US/Eastern,Knef,2018-05-14 17:00:37.925298,59.6,0.0,55.2,28.91,,WSW,7.2,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6257829,Source1,2,2018-10-31 17:45:57.630112,2018-10-31 19:40:57.630112,36.160817,-86.705156,36.152982,,2.189,Skill candidate provide military seven.,Kimberly Court,Nashville,New Lee,TN,65298,US,US/Eastern,KhVx,2018-10-31 17:25:57.630112,38.2,,64.7,27.02,6.2,,6.4,0.0,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,
A-7816073,Source1,3,2020-11-26 00:17:56.662820,2020-11-26 02:07:56.662820,33.982394,-118.381785,,-118.381613,0.271,Machine bring ok finish short.,Miller Glen,Los Angeles,South John,CA,96865,US,US/Eastern,KXiP,2020-11-26 00:08:56.662820,101.4,0.0,82.3,29.4,8.6,Variable,1.8,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-3923748,Source2,3,2020-06-20 17:49:18.196306,2020-06-20 20:47:18.196306,30.131503,-81.374449,,-81.366881,4.227,Water child realize leave class.,Lisa Pines,Jacksonville,Christopherview,FL,03963,US,US/Eastern,KABv,2020-06-20 17:44:18.196306,85.7,0.0,64.0,27.91,9.8,South,2.8,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,True,False,True,False,Day,Day,Day,Day
A-6028494,Source2,2,2024-02-16 20:19:47.255373,2024-02-16 22:58:47.255373,29.61601,-95.468466,,,0.703,Save many sport level.,Williams Glens,Houston,New Sean,TX,87790,US,US/Eastern,KKuT,2024-02-16 20:14:47.255373,65.3,,38.3,30.98,13.5,NE,4.4,,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-6591330,Source2,2,2019-09-04 00:08:56.034549,2019-09-04 03:40:56.034549,35.771451,-78.621325,35.773861,-78.626144,0.978,Offer outside why after agreement.,Edgar Canyon,Raleigh,Port Juanburgh,NC,59424,US,US/Eastern,KIMA,2019-09-03 23:49:56.034549,51.8,,,30.26,10.5,WNW,2.2,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night
A-8972378,Source2,2,2023-10-21 08:05:21.590753,2023-10-21 08:34:21.590753,32.90534,-96.951474,32.901887,-96.947437,2.574,Simply door specific show game argue figure help.,Latoya Valley,Dallas,East Susan,TX,20762,US,US/Eastern,KAhK,2023-10-21 07:38:21.590753,33.2,29.438867977878047,99.4,30.86,9.1,CALM,5.4,,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7261963,Source1,4,2023-03-29 13:22:01.601845,2023-03-29 15:47:01.601845,38.420723,-121.444176,38.413307,-121.437382,0.732,Receive sport spend world condition.,Salazar Forge,Sacramento,Lake Kevin,CA,10412,US,US/Eastern,Khxk,2023-03-29 13:10:01.601845,95.7,0.0,,29.69,5.9,CALM,18.4,0.0,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4515983,Source1,3,2024-12-11 18:14:50.984245,2024-12-11 19:54:50.984245,32.886916,-96.735439,,,1.701,Physical page watch.,Rocha Key,Dallas,North Zacharyfort,TX,03152,US,US/Eastern,KxUl,2024-12-11 17:50:50.984245,56.8,0.0,51.9,29.45,11.6,South,5.1,,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-6448012,Source2,3,2019-06-27 01:22:52.037791,2019-06-27 04:43:52.037791,29.756491,-95.427168,,-95.437829,1.512,Pull science happen learn floor whatever.,Perez Way,Houston,New Taylor,TX,43721,US,US/Eastern,KCPJ,2019-06-27 01:11:52.037791,57.0,0.0,67.5,30.0,12.3,ESE,9.6,0.0,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-6527879,Source2,2,2021-12-25 17:24:03.826457,2021-12-25 20:38:03.826457,34.798401,-82.31079,34.797972,,0.177,Bed edge analysis decade teacher.,Peterson Pines,Greenville,Hernandezport,SC,66905,US,US/Eastern,KEiU,2021-12-25 17:07:03.826457,62.3,0.0,49.7,30.64,3.9,North,9.6,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6077004,Source2,2,2026-01-15 20:47:44.461247,2026-01-15 23:59:44.461247,33.944573,-84.444268,33.939086,,1.914,Ask fast listen customer.,John Roads,Atlanta,Curtisberg,GA,63416,US,US/Eastern,KBHo,2026-01-15 20:33:44.461247,68.0,,77.2,29.88,3.5,W,16.0,,Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-4638911,Source1,2,2023-10-14 04:40:11.478882,2023-10-14 07:14:11.478882,30.305496,-81.734475,30.306989,,2.426,Hotel fall task.,Lozano Squares,Jacksonville,Johnnyton,FL,76332,US,US/Eastern,KeuJ,2023-10-14 04:16:11.478882,63.6,0.0,110.8,29.21,13.3,SSW,11.1,,Fair,True,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-5608246,Source1,2,2021-11-23 06:39:03.648929,2021-11-23 10:33:03.648929,35.841716,-78.700518,35.832998,,0.108,Drop white to.,Heather Prairie,Raleigh,Robertsonchester,NC,35074,US,US/Eastern,KiTE,2021-11-23 06:32:03.648929,90.0,,72.7,30.74,16.6,W,16.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1326348,Source2,2,2025-01-08 05:52:46.940304,2025-01-08 08:46:46.940304,34.847623,-82.394823,34.844938,-82.397533,2.418,Hear around purpose take.,Douglas Groves,Greenville,East Jasmine,SC,06639,US,US/Eastern,KLBm,2025-01-08 05:27:46.940304,38.7,0.0,98.9,29.13,9.2,S,1.2,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Day,Day,Day
A-9944607,Source2,3,2018-05-05 03:05:28.643281,2018-05-05 05:03:28.643281,36.08695,-86.699308,36.08258,-86.701213,2.145,Make have south Mr.,Tina Loaf,Nashville,Jefferyview,TN,83901,US,US/Eastern,KFHl,2018-05-05 02:36:28.643281,12.6,,74.7,28.61,7.1,N,3.8,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-3860541,Source1,2,2024-05-01 12:06:43.896589,2024-05-01 14:27:43.896589,29.701668,-95.502557,29.688426,,1.212,Approach coach theory five stuff ten identify.,Monique Rue,Houston,Port Shelbyburgh,TX,67900,US,US/Eastern,KkVp,2024-05-01 11:55:43.896589,76.4,0.0,39.3,,5.7,NNE,5.1,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-9523781,Source3,2,2022-03-17 02:01:02.479100,2022-03-17 04:57:02.479100,45.539169,-122.650134,45.537242,-122.644263,2.345,Rock about occur life.,Fletcher Harbor,Portland,Port Timothy,OR,90228,US,US/Eastern,KJvo,2022-03-17 01:55:02.479100,70.5,0.0,,28.73,13.1,SSE,5.9,0.0,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-1141998,Source2,2,2025-05-25 20:25:15.816324,2025-05-25 23:28:15.816324,39.703198,-86.105317,39.701941,,0.374,Open right hot fear sister chance product treatment.,Burke Terrace,Indianapolis,East Erichaven,IN,50767,US,US/Eastern,KuQt,2025-05-25 20:00:15.816324,62.7,0.0,119.1,28.88,8.0,CALM,,,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-2070432,Source1,2,2022-07-30 10:10:47.833988,2022-07-30 10:29:47.833988,30.376137,-91.11626,,,0.898,Property so opportunity start drug their.,Emma Causeway,Baton Rouge,South Victorfurt,LA,25073,US,US/Eastern,KUhs,2022-07-30 09:51:47.833988,75.7,0.0,85.8,27.73,10.1,SW,8.5,0.0,Partly Cloudy,False,False,False,False,True,False,False,False,False,True,False,False,False,Day,Day,Day,Day
A-2211811,Source1,2,2019-06-03 15:22:01.841500,2019-06-03 17:05:01.841500,35.445497,-97.567301,,,2.718,Inside Mrs field those knowledge enough.,Bass Squares,Oklahoma City,Port Johnport,OK,80010,US,US/Eastern,Kwmt,2019-06-03 14:54:01.841500,30.7,26.541034172278447,69.2,29.22,10.6,SSW,6.0,0.0,Mostly Cloudy,False,False,True,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1502745,Source1,3,2019-01-13 22:11:52.584113,2019-01-13 23:31:52.584113,25.520988,-80.427921,,,3.447,With so executive fear whether culture.,Michelle Ford,Miami,South Isaacland,FL,24964,US,US/Eastern,Kevu,2019-01-13 22:06:52.584113,58.7,,20.0,29.09,2.6,West,9.2,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-39901,Source2,3,2024-01-22 15:51:26.025610,2024-01-22 16:55:26.025610,44.838052,-93.251318,44.835044,-93.251802,0.501,Admit class five work clearly your.,Julie Streets,Minneapolis,Jenniferberg,MN,30394,US,US/Eastern,KoIK,2024-01-22 15:38:26.025610,26.6,0.0,77.2,30.04,6.8,North,4.0,0.16,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2332285,Source2,2,2022-07-22 08:19:09.698211,2022-07-22 08:37:09.698211,45.552209,-122.63964,45.549647,,0.169,Pick kind whom whether particular thousand.,Smith Forest,Portland,Nicoleside,OR,35321,US,US/Eastern,KltI,2022-07-22 08:05:09.698211,65.1,,60.8,28.94,9.0,ENE,10.9,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-8138067,Source1,2,2022-02-15 01:21:55.161134,2022-02-15 02:31:55.161134,38.538822,-121.385748,,,1.645,Stock eat play hundred.,Jones Ports,Sacramento,Lake Jessica,CA,97975,US,US/Eastern,KYsf,2022-02-15 01:12:55.161134,78.5,0.0,76.7,29.35,9.4,CALM,9.4,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-6975181,Source2,2,2021-12-01 06:37:43.721578,2021-12-01 08:46:43.721578,39.77283,-86.183298,39.765078,-86.183989,0.773,Simple each minute entire.,Jacqueline Pines,Indianapolis,North Haleyside,IN,01191,US,US/Eastern,KHRJ,2021-12-01 06:11:43.721578,57.9,0.0,65.5,30.32,8.4,NNW,3.7,0.03,Light Rain,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-1944372,Source1,3,2018-06-03 17:28:27.560891,2018-06-03 18:24:27.560891,29.823699,-95.350777,29.831765,-95.360221,2.17,Student recent receive carry science small public.,Owens Key,Houston,North David,TX,06835,US,US/Eastern,KNot,2018-06-03 17:04:27.560891,75.3,,96.0,28.63,8.9,South,8.5,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1261308,Source1,2,2026-03-02 00:46:26.687331,2026-03-02 04:29:26.687331,38.531295,-121.586691,38.531398,-121.579634,0.348,Create really require religious appear throw.,John Manors,Sacramento,Chelseaville,CA,35264,US,US/Eastern,KVbC,2026-03-02 00:22:26.687331,54.9,,,30.52,5.3,E,5.9,0.0,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-9237758,Source1,2,2024-06-05 01:21:09.072532,2024-06-05 04:06:09.072532,32.174479,-111.082563,,-111.085015,0.33,Card generation pattern together room western often.,Smith Center,Tucson,Coxbury,AZ,11762,US,US/Eastern,KJnV,2024-06-05 01:10:09.072532,75.5,,75.5,28.0,8.9,WNW,10.7,0.0,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-3200781,Source2,2,2018-06-28 15:51:46.452808,2018-06-28 18:26:46.452808,35.848678,-78.623077,,-78.622472,2.933,Explain produce economic memory kind certainly.,Harris Plains,Raleigh,South Aaron,NC,99272,US,US/Eastern,KNpX,2018-06-28 15:44:46.452808,109.7,0.0,75.3,30.66,9.8,CALM,12.4,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
